title,scored_by,popularity,members,premiered,genre
Paradise Kiss,52745,822,105513,Fall 2005,"Slice of Life, Comedy, Drama, Romance, Josei"
Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,108501,424,183046,,"Mystery, Horror, Supernatural"
Jinki:Extend OVA,931,6635,2215,,"Mecha, Sci-Fi"
Amon Saga,1539,5708,3372,,"Action, Adventure, Fantasy"
Noobow,12,12816,108,Fall 1995,"Kids, Slice of Life"
"Kono Danshi, Uchuujin to Tatakaemasu.",7750,2933,16566,,"Action, Fantasy, Shounen Ai, Super Power, Supernatural"
Heisei Inu Monogatari Bow Movie,42,11336,192,,"Adventure, Comedy"
Hong Gil Dong 2084,11,13177,90,,"Action, Adventure"
Kotoura-san: Haruka no Heya,5123,3291,13103,,"Comedy, School"
Slayers Excellent,7868,3030,15379,,"Adventure, Comedy, Demons, Supernatural, Magic, Fantasy, Shounen"
Inko,1106,5990,2959,Winter 2002,"Hentai, Yuri"
SF Shinseiki Lensman,825,7108,1772,Spring 2011,"Action, Sci-Fi, Adventure, Space"
Seikou!: Osananajimi wa Terekusasou ni Uso wo Tsuku,718,7165,1729,,Hentai
SF Lolita Fantasy Ome-1,102,9829,420,,"Hentai, Parody, Sci-Fi"
Me wo Samase Toragorou,14,13100,94,,Kids
RE:Map,5,14001,47,,Drama
Asagiri no Miko,1660,4703,5486,Summer 2002,"Action, Comedy, Drama, Fantasy, Magic, School, Sci-Fi, Shounen, Slice of Life, Super Power, Supernatural"
Seireitsukai no Blade Dance,95267,420,183780,Summer 2014,"Action, Harem, Comedy, Supernatural, Romance, Ecchi, Fantasy, School"
Phantom in the Twilight,0,6829,2032,Summer 2018,"Fantasy, Slice of Life"
Kyokujitsu no Kantai,72,8787,760,,"Action, Drama, Historical, Military"
Kyoto Animation Koushiki Twitter: Itsumo Arigatou,61,12239,136,,Slice of Life
Rekka no Honoo: Final Burning,1795,4977,4751,,"Action, Adventure, Magic, Martial Arts, School, Sci-Fi, Super Power"
Yakata Jukujo,1162,6155,2766,,Hentai
Taiyou no Ko Esteban,3077,4284,6893,Summer 1982,"Adventure, Historical, Sci-Fi"
Owari no Seraph: Owaranai Seraph,15391,1902,36028,Fall 2011,"Comedy, Police, Supernatural, Vampire, Shounen"
Teekyuu 4 Specials,1529,5780,3260,,"Comedy, School, Shounen, Sports"
Major S3,25149,1824,38471,Winter 2007,"Drama, Shounen, Sports"
Pretty Rhythm Movie: All Star Selection - Prism Show☆Best Ten,189,8042,1135,Fall 2011,"Music, Shoujo, Sports"
Wanpaku Tanteidan,23,10582,282,Winter 1968,"Action, Mystery"
Tonari no Onigiri-kun,24,11376,189,,Slice of Life
Macross (2018),0,6969,1914,,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space"
25-sai no Joshikousei,2630,2994,15798,Winter 2018,"Ecchi, Romance, School"
Ari no Seikatsu,25,11554,173,Winter 2011,Fantasy
Fushigi Mahou Fun Fun Pharmacy,156,7914,1202,Winter 1998,"Kids, Magic"
Shakugan no Shana S,31477,1302,62305,Winter 2011,"Action, Drama, Fantasy, Romance, School, Supernatural"
Hidamari Sketch,17700,1504,51754,Winter 2007,"Slice of Life, Comedy, School, Seinen"
Hello Kitty no Yuki no Joou,46,11406,186,,"Kids, Fantasy"
Sekiranun Graffiti,3014,4940,4831,,Music
Starry Tales: Seiza wa Toki wo Koete,156,9394,538,,"Fantasy, Space"
White Album 2,60553,642,130954,Fall 2013,"Drama, Music, Romance, Slice of Life"
Seton Doubutsuki: Risu no Banner,316,8617,834,Spring 1979,"Kids, Drama"
Konnichiwa Anne: Before Green Gables,824,5579,3560,Spring 2009,"Drama, Historical, Kids, Slice of Life"
Lady Lady!! (1988),318,8719,789,,"Drama, Shoujo"
Soccer,44,13489,77,,"Music, Sports"
Mashiro-iro Symphony: The Color of Lovers,50413,873,99601,Fall 2011,"Harem, Drama, Romance, School"
Xi Yang Yang Yu Hui Tai Lang: Zhi Kaixin Chuang Long Nian,37,11790,161,,"Adventure, Comedy, Kids"
"Tokyo Ghoul: ""Pinto""",49946,951,89146,,"Action, Mystery, Horror, Psychological, Supernatural, Drama"
Bloods: Inraku no Ketsuzoku 2,3621,3766,9452,,Hentai
Video Ranger 007,17,12929,103,,"Action, Adventure, Mecha"
Towa no Quon 1: Utakata no Kaben,18033,1672,43982,,"Action, Super Power, Supernatural"
Maps,466,7876,1228,,"Action, Sci-Fi, Adventure, Space, Comedy, Shounen"
Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi,16845,1627,45663,Spring 2014,Fantasy
Tide-Line Blue Special,699,7482,1478,,"Adventure, Drama, Shounen"
Sola Specials,7459,3294,13093,,"Comedy, Romance, Slice of Life, Supernatural"
Wasurerumonka!,5,13617,71,Winter 2002,"Drama, Kids"
Great Mazinger tai Getter Robo G: Kuuchuu Daigekitotsu,403,8250,1015,,"Action, Sci-Fi, Mecha"
Taiho Shichau zo,4079,3520,11116,,"Action, Comedy, Police, Seinen"
Ikeike! Momon-chan,256,9432,526,Fall 2012,Comedy
Onegai My Melody: Yuu & Ai,55,9945,399,,"Fantasy, Comedy"
Yamete! Writer Asobi: Doubutsu Mura no Shouboutai Shutsu Dou,5,13654,69,,"Kids, Drama"
Spirit of Wonder: China-san no Yuuutsu,1031,6315,2584,,"Romance, Sci-Fi, Seinen"
Tonari no Seki-kun Specials,11690,2689,19751,,"Comedy, School, Seinen"
Phi Brain: Kami no Puzzle - Orpheus Order-hen,15468,1912,35584,Spring 2012,"Action, Game, Mystery, Shounen"
Soreyuke! Uchuu Senkan Yamamoto Yohko II,444,7610,1393,,"Action, Sci-Fi, Adventure"
Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,116452,361,207519,Summer 2012,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance"
Puchimas!!: Petit Petit iDOLM@STER - Fuyu→Kotatsu←Haru,478,7228,1687,,"Comedy, Music, Slice of Life"
Papa Mama Bye Bye,8,13284,86,,"Historical, Kids"
Pastel Memories,0,10218,342,,"Action, Adventure, Sci-Fi"
Sore Ike! Anpanman: Yomigaere Bananajima,20,11819,159,,"Kids, Adventure, Fantasy, Comedy, Super Power"
Macross 7 Movie: Ginga ga Ore wo Yondeiru!,2938,4472,6199,,"Action, Sci-Fi, Adventure, Music, Comedy, Drama, Mecha, Shounen"
Last Exile: Ginyoku no Fam Movie - Over the Wishes,188,6158,2760,,"Action, Adventure, Sci-Fi"
"Shounen Maid: Onna wa Dokyou, Otoko wa Aikyou?",641,5540,3628,,"Slice of Life, Comedy, Shoujo"
Vocaloid China Project Senden Animation,634,6886,1974,,"Music, Fantasy"
Let&#039;s Nupu Nupu,1033,6658,2191,Fall 1998,"Comedy, Ecchi, School"
Denkou Chou Tokkyuu Hikarian,103,10260,334,Spring 2002,"Action, Adventure, Kids"
Ghost in the Shell: Stand Alone Complex - Solid State Society,34318,1187,69207,,"Mecha, Military, Mystery, Police, Sci-Fi, Seinen"
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,58216,524,153819,Spring 2017,"Action, Adventure, Fantasy"
Dragon Ball: Ossu! Kaettekita Son Gokuu to Nakama-tachi!!,18951,2068,31231,,"Action, Adventure, Comedy, Fantasy"
Monsuto Anime: Katsubou no Hate no Risoukyou,407,7859,1238,,"Action, Game, Fantasy"
Ikiteirutte Subarashii!,40,12639,117,,Kids
Versailles no Bara: Seimei Aru Kagiri Aishite,457,6644,2206,,"Historical, Drama, Romance, Shoujo"
Doukyuusei (Movie),31473,1242,65571,,"Slice of Life, Romance, School, Shounen Ai"
Niku Mesu R30: Nikuyoku ni Ochita Mesu-tachi The Animation,525,7183,1718,,Hentai
Elf no Wakaokusama,1026,6516,2349,,"Fantasy, Hentai"
Lupin III: Walther P-38,1780,5267,4085,,"Action, Adventure, Mystery, Comedy, Seinen"
Ike! Ina-chuu Takkyuubu,3069,3680,10000,Spring 1995,"Comedy, Ecchi, School, Sports"
Nobiro Nobiro Daisuki na Ki,85,11254,199,,"Fantasy, Music"
Angel (Special),84,10921,230,,Dementia
Ikinari Dagon,11,12666,115,Spring 1988,"Adventure, Fantasy"
Junjou Romantica 3,28824,1370,58334,Summer 2015,"Comedy, Drama, Romance, Shounen Ai"
Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,11876,2661,20278,,"Action, Military, Sci-Fi, Space"
Cinderella Girls Gekijou: 5 Shuunen Kinen Short Anime,311,7898,1215,Summer 2016,Comedy
Yuugo: Koushounin,2324,4109,7674,Winter 2004,"Action, Military, Mystery, Psychological, Drama, Seinen"
What&#039;s Michael?,132,9934,401,Summer 2016,Comedy
Onegai My Melody: Kuru Kuru Shuffle!,712,6478,2402,Spring 2006,"Fantasy, Magic, Comedy"
Kogepan,2585,4907,4896,Fall 2001,Comedy
Shirome-chan no Uta,24,13944,52,,"Comedy, Music"
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,5414,3604,10477,,"Comedy, Drama, Shoujo"
Uchuusen Sagittarius Pilot,51,12250,135,,"Adventure, Sci-Fi"
Yu☆Gi☆Oh! Movie: Chou Yuugou! Toki wo Koeta Kizuna,15861,2339,25393,,"Game, Adventure, Shounen"
Morita-san wa Mukuchi,3622,4193,7345,,"Comedy, School, Slice of Life"
X Maiden,44,9582,485,,"Slice of Life, Comedy, School"
Goblin Slayer,0,3478,11411,Fall 2018,"Action, Fantasy"
Goulart Knights: Evoked the Beginning Black,2917,3865,8920,,"Action, Drama, Fantasy, Shoujo, Supernatural"
Detective Conan OVA 08: High School Girl Detective Sonoko Suzuki&#039;s Case Files,4155,3951,8391,,"Police, Comedy, Mystery, Shounen"
"Eikoku Ikka, Nihon wo Taberu: English Ikka, Shougatsu wo Taberu",39,11748,162,,"Slice of Life, Comedy"
Watt Poe to Bokura no Ohanashi,72,10824,243,,"Adventure, Sci-Fi"
Teach,6,13375,82,Winter 2011,"Adventure, Music, Kids"
Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi,9980,2634,20568,,"Comedy, Mecha, Sci-Fi"
Hitoribocchi no Marumaru Seikatsu,0,9001,677,,"Slice of Life, Comedy, School, Shounen"
Sangokushi Daiichibu Eiyuu-tachi no Yoake,33,11459,182,,Historical
Okane ga Nai Specials,797,6506,2362,,"Comedy, Drama, Romance, Yaoi"
Yawara!,1736,3827,9137,Fall 1989,"Action, Slice of Life, Martial Arts, Sports, Comedy, Romance, Drama"
Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,72118,532,151484,Spring 2017,"Sci-Fi, Drama, Romance, Fantasy"
Monster ni Natta Domerica,40,11358,190,,"Action, Fantasy"
Kagaku na Yatsura,6810,3121,14527,,"Sci-Fi, Comedy, Romance, Ecchi, School, Seinen"
Gintama&#039;,92025,342,215527,Spring 2011,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen"
Yama no Susume: Kabe tte Kowakunai no?,5758,3582,10623,,"Comedy, Slice of Life"
Nikuyoku Gangu Takuhainin,733,6971,1905,,Hentai
Catman Series III,440,8362,955,Spring 2008,"Comedy, Fantasy, Slice of Life"
Stainless Night,1144,6034,2899,,"Hentai, Yuri"
Saint Seiya: Saintia Shou,0,5234,4167,,"Action, Adventure, Seinen"
Tsuki Kagerou,296,7916,1203,,"Hentai, Yuri"
Gravity Daze The Animation: Ouverture,1709,5954,3004,,"Action, Sci-Fi, Fantasy"
Top wo Nerae! Kagaku Kouza,3191,4473,6191,,"Comedy, Sci-Fi"
Dr. Slump: Arale-chan Ayaya!? Penguin Mura de TV Jack,40,10550,286,,"Comedy, Sci-Fi, Shounen"
Nyanko Days,16180,1955,34364,Winter 2017,"Slice of Life, Comedy"
Emblem Take 2,217,8914,709,,"Action, Drama, Seinen"
Saint Seiya: The Lost Canvas - Meiou Shinwa 2,22275,1819,38616,,"Action, Adventure, Martial Arts, Shounen, Super Power, Supernatural"
Touch: Cross Road - Kaze no Yukue,915,7054,1822,,"Romance, Shounen, Sports"
Uchuu Senkan Yamato 2,1537,5019,4664,Fall 1978,"Action, Military, Sci-Fi, Adventure, Space, Drama"
Dr. Slump Movie 09: Arale-chan N-cha!! Wakuwaku Hot no Natsuyasumi,210,8917,707,,"Comedy, Sci-Fi, Shounen"
Yuri!!! on Ice,162142,238,280153,Fall 2016,"Comedy, Sports"
Futarigurashi,65,8683,805,Spring 1998,"Comedy, Ecchi, Romance"
Yakyuukyou no Uta,69,9645,470,Winter 1978,"Action, Drama, Sports"
Ishii Hisaichi no Dai Seikai,11,13218,88,,"Parody, Comedy"
Slow Start,11371,1895,36241,Winter 2018,"Slice of Life, Comedy, School"
JoJo no Kimyou na Bouken: Stardust Crusaders,139347,321,224374,Spring 2014,"Action, Adventure, Supernatural, Drama, Shounen"
D.C.: Da Capo,24054,1405,56523,Summer 2003,"Harem, Drama, Magic, Romance"
Black Lagoon: The Second Barrage,165471,264,261479,Fall 2006,"Action, Seinen"
Chagama Ondo,252,9539,498,,"Comedy, Supernatural"
Zoku Natsume Yuujinchou,77455,558,147299,Winter 2009,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural"
Orchid★Emblem,315,8603,835,,Hentai
Akane-chan,45,10482,295,Spring 1968,"Slice of Life, Comedy, School, Shoujo"
Hadashi no Gen,9205,2479,22975,,"Drama, Historical"
Mahou no Tenshi Creamy Mami,1748,4307,6796,Summer 1983,"Comedy, Fantasy, Magic, Romance, School, Sci-Fi, Shoujo"
Kyouryoku Boukuusen,55,11873,155,,"Action, Historical, Military"
TeNiOE,91,11725,165,,Music
Capeta,6099,3307,12970,Fall 2005,"Cars, Shounen, Sports"
Jungle Taitei Movie,111,9654,467,,"Adventure, Shounen"
Karigurashi no Arrietty,85134,613,136244,,Fantasy
Seton Doubutsuki: Kuma no Ko Jacky,530,8098,1102,Summer 1977,"Adventure, Historical, Drama"
High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video,17517,1952,34491,,"Comedy, Ecchi"
InuYasha: Guren no Houraijima,33114,1383,57879,,"Adventure, Comedy, Demons, Drama, Historical, Romance, Shounen, Supernatural"
Bakugan Battle Brawlers: Gundalian Invaders,10056,2850,17472,Spring 2010,"Action, Adventure, Fantasy, Game, Shounen"
Hitomi no Naka no Shounen: Juugo Shounen Hyouryuuki,158,9962,394,,"Adventure, Historical"
Mentori,5,13480,80,,"Comedy, Parody"
Ichiban Ushiro no Daimaou,163453,245,272636,Spring 2010,"Action, Harem, Comedy, Magic, Ecchi, Fantasy, School"
Digimon Savers,28631,1503,51768,Spring 2006,"Adventure, Comedy, Drama, Fantasy, Shounen"
Hana yori Dango,14464,1936,34885,Fall 1996,"Drama, Romance, School, Shoujo"
Densetsu Kyojin Ideon: Hatsudou-hen,1561,5287,4052,,"Drama, Mecha, Sci-Fi, Space"
Sol Bianca: Taiyou no Fune,1573,5691,3390,,"Adventure, Mecha, Sci-Fi, Space"
Manyuu Hikenchou Picture Drama,2282,4801,5227,,"Ecchi, Seinen, Yuri"
Legend of Basara,2604,4168,7425,Spring 1998,"Adventure, Romance, Drama, Shoujo"
Yona Yona Penguin,174,9287,568,,"Adventure, Fantasy, Kids"
Nothing&#039;s Gonna Change,31,13880,57,,"Music, Sci-Fi"
Magical Maho,11,13954,50,,"Kids, Magic, Music"
Minna Atsumare! Falcom Gakuen SC Special,101,9801,430,,"Parody, Comedy, School, Seinen"
"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page",17001,1956,34354,,"Drama, Fantasy, Romance, Shoujo"
Fushigi no Kuni no Alice,799,6962,1914,Fall 1983,"Adventure, Fantasy, Kids"
Dengeki Oshioki Musume Gootaman R: Ai to Kanashimi no Final Battle,767,7364,1565,Spring 2001,"Action, Comedy, Ecchi, Parody"
Tooryanse,277,9667,467,,"Supernatural, Music"
Net Ghost Pipopa,303,7960,1178,Spring 2008,"Action, Adventure, Comedy, Kids, Sci-Fi, Shounen"
Fw:Hamatora,638,4728,5418,,"Mystery, Comedy, Super Power"
Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,9654,2724,19256,,"Comedy, Parody, Sci-Fi"
Ryuusei Girl,29,13647,71,,Music
Samchongsa: Time Machine 001,32,12115,141,,"Adventure, Sci-Fi"
Kyouhaku: Owaranai Ashita - Special Stage,138,9392,539,,Hentai
Nanatsu no Umi,23,13800,61,,Music
Kiddy GiRL-AND Pilot,1314,5360,3913,,"Action, Super Power, Sci-Fi"
Chouyaku Hyakuninisshu: Uta Koi.,5919,2744,18874,Summer 2012,"Historical, Josei, Romance"
Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!! OVA,124,8696,801,,Magic
HHH Triple Ecchi,7557,2962,16232,Spring 2001,Hentai
Chargeman Ken!,195,8558,865,Spring 1974,"Action, Adventure, Sci-Fi, Shounen"
Black Gate: Kanin no Gakuen,1393,5475,3731,,"Fantasy, Hentai, Supernatural"
Shin Kaitei Gunkan,410,8079,1114,Spring 2001,"Action, Adventure, Fantasy, Historical, Military, Sci-Fi"
Akagami no Shirayuki-hime,123138,269,255905,Summer 2015,"Fantasy, Romance, Drama, Shoujo"
"Wake Up, Girls! no Miyagi PR Yarasete Kudasai!",324,7802,1266,,Drama
Kaseki Dorobou to Kyouryuuseki,45,12010,147,,"Adventure, Kids"
Hangyodon no Hadaka no Ou-sama,32,12365,129,,"Kids, Fantasy"
Kiki to Lala no Aoi Tori,51,11012,222,,Kids
Tennis no Ouji-sama: Zenkoku Taikai-hen - Final,14250,2339,25398,,"Comedy, Sports, School, Shounen"
Linetown,43,9622,476,Spring 2013,Comedy
Gamba: Gamba to Nakama-tachi,52,10545,288,,"Adventure, Kids"
Detective Conan Movie 17: Private Eye in the Distant Sea,10177,2770,18436,,"Adventure, Comedy, Mystery, Police, Shounen"
Gintama&#039;: Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,9151,2688,19750,,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen"
Super Doll Licca-chan,828,6588,2270,Fall 1998,"Adventure, Magic, Comedy"
Meitantei Rascal,26,11079,218,Winter 2014,"Adventure, Mystery, Kids"
Roboteuwang Sseonsyakeu,51,11573,175,Summer 2015,"Action, Mecha, Sci-Fi"
Hana to Shounen,13,13271,86,Winter 2002,Fantasy
Dogs: Bullets & Carnage,25041,1543,49477,Summer 2015,"Action, Seinen"
Aikatsu Stars!,1316,3866,8914,Spring 2016,"Music, Slice of Life, School, Shoujo"
IDOLiSH7,2050,3338,12648,Winter 2018,Music
Wakakusa Monogatari: Nan to Jo-sensei Specials,40,11059,218,,"Drama, Historical, School, Slice of Life"
Seihou Bukyou Outlaw Star Specials,1148,6045,2894,,"Action, Adventure, Comedy, Ecchi, Sci-Fi"
Aitata Bocchi,27,12288,132,,"Dementia, Drama"
Sono Kinisasete yo: My My Mai,477,7579,1416,Summer 2015,"Ecchi, Comedy, Supernatural"
Love Kome: We Love Rice,2390,4134,7583,Spring 2017,Slice of Life
Soushin Shoujo Matoi,5674,2763,18547,Fall 2016,"Supernatural, Magic"
Adventures in Beauty Wonderland,619,8076,1110,,"Adventure, Dementia"
Nine,44,10355,320,,"Action, School, Shounen, Sports"
Hybrid Child,18951,1812,38791,,"Drama, Historical, Romance, Sci-Fi, Shounen Ai"
Yawara! Sore Yuke Koshinuke Kids!!,345,8137,1079,,"Comedy, Martial Arts, Slice of Life, Sports"
Ueki no Housoku,31597,1110,74491,Spring 2005,"Adventure, Comedy, Supernatural, Drama, Shounen"
PriPara & Kiratto Pri☆chan Movie: Kirakira Memorial Live,11,10650,279,,"Magic, Shoujo, Slice of Life"
Kirepapa.,22092,1878,36748,,"Comedy, Drama, Romance, Yaoi"
B&#039;T X Neo,1710,5750,3300,,"Action, Adventure, Shounen"
Viva Namida,1851,5868,3117,,Music
Babel Nisei,198,8440,916,Winter 1973,"Sci-Fi, Adventure, Supernatural, Shounen"
Heisa Byouin,594,7113,1771,,Hentai
Shin Megami Tensei Devil Children: Light & Dark,108,8221,1029,Fall 2002,"Action, Kids, Adventure, Fantasy, Magic, Game, Supernatural, Demons, Sci-Fi"
Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!,1410,5929,3038,,"Comedy, Sci-Fi, Shounen"
Genki Genki Non-tan: Utaou! Christmas,9,13270,86,,"Music, Kids"
Isekai Shokudou,37836,938,90555,Summer 2017,"Comedy, Fantasy, Mystery"
Saki Achiga-hen: Episode of Side-A,11498,2306,25809,Spring 2012,"Game, School, Slice of Life"
Hajime Ningen Gon,48,11236,199,Spring 1996,"Comedy, Historical"
Senki Zesshou Symphogear XV,0,4982,4738,Spring 2019,"Action, Music, Sci-Fi"
Transfer,738,7897,1217,,"Action, Music"
Psycho-Pass SS Case 1: Tsumi to Batsu,0,3087,14883,,"Action, Police, Psychological, Sci-Fi"
Sword Art Online: Extra Edition,103446,486,164772,,"Action, Adventure, Fantasy, Game, Romance"
D.N.Angel,76025,582,143067,Spring 2003,"Action, Comedy, Magic, Romance, Fantasy, School, Shoujo"
Ankoku Shindenshou Takegami,400,7899,1211,,"Action, Mecha, Supernatural, Drama, Sci-Fi"
Gin no Rousokutate,20,11871,155,,"Drama, Kids"
Dia Horizon,34,10116,362,,"Game, Parody"
Rokka no Yuusha Picture Drama,950,4460,6252,,"Action, Adventure, Mystery, Magic, Fantasy"
City Hunter: The Secret Service,1632,5454,3772,,"Action, Comedy, Mystery, Shounen"
Kaze no Naka no Shoujo: Kinpatsu no Jeanie,596,7000,1881,Fall 1992,"Drama, Historical"
Karakurizoushi Ayatsuri Sakon,2088,4157,7465,Fall 1999,"Mystery, Horror, Thriller, Shounen"
Grendizer: Getter Robo G - Great Mazinger Kessen! Daikaijuu,686,7547,1430,,"Action, Mecha, Sci-Fi, Shounen"
Ryuuou no Oshigoto!,22929,1318,61630,Winter 2018,"Slice of Life, Game, Comedy"
Juujika You and I,202,10241,339,,"Mecha, Music, Sci-Fi"
Hidamari Sketch: Sae Hiro Sotsugyou-hen,3480,4107,7691,,"Slice of Life, Comedy, School, Seinen"
Schoolgirl Strikers: Animation Channel,3390,3107,14699,Winter 2017,"Action, Sci-Fi, School"
Gekka Bijin,662,7030,1851,,Hentai
Choujuushin Gravion,3587,3769,9418,Fall 2002,"Action, Comedy, Mecha, Sci-Fi, Shounen"
Haikyuu!! Movie 4: Concept no Tatakai,803,3720,9740,,"Comedy, Drama, School, Shounen, Sports"
Master Mosquiton,1634,5554,3601,,"Action, Adventure, Comedy, Demons, Supernatural, Vampire"
Floating Material,2473,4488,6133,,Hentai
Tales of Symphonia The Animation: Tethe&#039;alla-hen,10339,2420,23944,,"Action, Adventure, Magic, Martial Arts, Fantasy"
Mahou Shoujo? Naria☆Girls,1126,5050,4580,Summer 2016,Magic
UFO Senshi Dai Apolon 2,39,10979,226,Fall 1976,"Action, Sci-Fi, Mecha"
Ikkyuu-san: Haru Da! Yancha Hime,16,12539,122,,"Comedy, Historical, Kids"
Starmyu 2nd Season Special,138,7432,1513,,Music
009 Re:Cyborg,4339,3574,10675,,"Action, Adventure, Mecha, Sci-Fi"
Chikan no Licence,1346,5418,3809,,Hentai
L/R: Licensed by Royal,1015,6092,2835,Winter 2003,"Action, Adventure, Police, Mystery"
Cowboy Bebop,365465,38,707773,Spring 1998,"Action, Adventure, Comedy, Drama, Sci-Fi, Space"
Konohana Kitan,19512,1334,60837,Fall 2017,"Slice of Life, Fantasy, Seinen, Shoujo Ai"
Ikenai Boy: Ikasu Maruhi Hand Power,31,11056,219,,"Comedy, Hentai"
Souryuuden,505,7071,1806,,"Mystery, Super Power, Supernatural, Drama"
MONSTER GENERATiON,522,8116,1095,Winter 2002,Music
Sentakuya Shin-chan,2805,4402,6441,Winter 2002,Hentai
Weekender Girl,1018,7347,1581,,Music
Ribbon no Kishi Pilot,41,11117,213,,Adventure
Mahou Shoujo Madoka★Magica,380424,50,635296,Winter 2011,"Drama, Magic, Psychological, Thriller"
Detective Conan Movie 10: Promo Special,2124,4707,5480,,"Adventure, Police, Comedy, Mystery, Shounen"
4.Eyes,207,9880,409,,Dementia
X-Men,8519,2800,18093,Spring 2011,"Action, Drama, Super Power"
Softenni,6423,2813,17952,Spring 2011,"Comedy, Sports, Ecchi, School"
K-On!: Ura-On!,22753,1729,41772,,Comedy
Yousei Florence,335,7920,1199,,"Adventure, Fantasy, Music"
Kyoufu Shinbun (2014),173,8208,1036,,"Horror, Demons, Supernatural, Fantasy"
Gakuen no Shuryousha,704,6979,1896,Winter 2002,Hentai
City Hunter Movie,0,7442,1504,,"Action, Mystery, Comedy, Shounen"
"Annyeong, Jeonwoochi! Dosoolrobotdaegyeoljeon",6,13926,51,,"Sci-Fi, Kids, Martial Arts"
